season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,qbelo1_pre,qbelo2_pre,qb1,qb2,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,qbelo_prob1,qbelo_prob2,qb1_game_value,qb2_game_value,qb1_value_post,qb2_value_post,qbelo1_post,qbelo2_post,score1,score2,quality,importance,total_rating
2009,0,,DET,GB,1266.289,1519.791,0.2525412084884086,0.7474587915115913,1251.702,1534.378,1283.39981053,1531.16061251,Matthew Stafford,Aaron Rodgers,96.01859106477,175.45748778228,11.7816198067,15.6475205658,0.245061145419,0.754938854581,-90.37608628719,328.42234952538,77.379123329574,190.75397395659,1269.28597228,1545.27445076,12,34,10.0,,
2009,0,,CHI,GB,1450.35,1561.758,0.4336079006228948,0.5663920993771052,1432.69,1579.419,1442.92692335,1565.87654992,Jay Cutler,Aaron Rodgers,102.42320233332,196.02635204856,-10.8102173471,24.0239072894,0.357223381191,0.642776618809,82.69495086897,47.73975838005,100.450377186885,181.197692681709,1428.72899829,1580.07447498,14,21,52.0,,
2009,0,,PIT,GB,1553.947,1579.419,0.5566411916592671,0.4433588083407329,1559.985,1573.381,1534.39455649,1580.07447498,Ben Roethlisberger,Aaron Rodgers,122.89780562994,181.19769268161,5.49847114137,15.4083822415,0.502010955393,0.497989044607,370.6287614469,408.6576523887,147.67090121163596,203.94368865231897,1541.2937684,1573.17526307,37,36,80.0,,
2009,0,,ARI,GB,1589.08,1584.976,0.5981576740893558,0.4018423259106441,1548.373,1625.683,1584.39936092,1583.94486831,Kurt Warner,Aaron Rodgers,174.85111825763997,195.96575183559,-1.65458568994,20.7214446506,0.555988034808,0.444011965192,49.92012753320999,330.44360826839994,162.35801918519698,209.41353747887095,1547.08785392,1621.25637532,7,33,88.0,,
2009,0,w,ARI,GB,1548.373,1625.683,0.4822918953228732,0.5177081046771268,1568.635,1605.422,1547.08785392,1621.25637532,Kurt Warner,Aaron Rodgers,162.3580191849,209.41353747897,-7.81840594166,26.4092652398,0.418855988202,0.581144011798,550.582420443,363.1470531051,201.18045931071,224.78688904158295,1570.30529118,1598.03893805,51,45,87.0,,
2010,0,,PHI,GB,1577.744,1571.948,0.6004965596635709,0.3995034403364291,1551.939,1597.752,1537.32121405,1561.10531957,Kevin Kolb,Aaron Rodgers,130.67491504617,197.33180252346,-3.10861282807,10.3340046707,0.529757784291,0.470242215709,-68.71872416606999,34.47141326046,110.73555112494604,181.04576359716,1515.07991357,1583.34662004,20,27,74.0,,
2010,0,,CHI,GB,1514.356,1611.887,0.4533204597281207,0.5466795402718794,1529.741,1596.503,1527.60896041,1594.70834893,Jay Cutler,Aaron Rodgers,135.12266051229,199.23550880442,12.2202886982,10.685443329,0.485858891931,0.5141411080689999,144.17970500769,359.8679642547,136.02836496183,215.298754349448,1541.92795128,1580.38935806,20,17,81.0,,
2010,0,,WSH,GB,1442.543,1598.49,0.372026468157034,0.627973531842966,1460.705,1580.328,1464.224619,1583.04709605,Donovan McNabb,Aaron Rodgers,142.66709621967,205.13967447897,7.77296753513,12.1941143031,0.406888340787,0.593111659213,75.51623263833,105.91227530268,135.952009861536,195.21693456134105,1481.173507,1566.09820805,16,13,65.0,,
2010,0,,NYJ,GB,1664.092,1570.905,0.7131224285455243,0.2868775714544757,1628.707,1606.29,1648.57022493,1558.43755434,Mark Sanchez,Aaron Rodgers,86.04731750075999,188.25946184166,1.68507918185,2.70258868174,0.729261923825,0.270738076175,-6.018809834499,6.435963123282,76.8407047672341,170.07711196982214,1612.13574441,1594.87203486,0,9,91.0,,
2010,0,,MIN,GB,1512.965,1621.913,0.4370889198110046,0.5629110801889954,1484.106,1650.773,1502.22486666,1605.45236664,Brett Favre,Aaron Rodgers,118.33832357193,193.97688503622,-18.0698525594,5.75235662937,0.365229496678,0.634770503322,17.834185616082,336.82253591909995,108.2879097763452,208.261450124508,1478.65679449,1629.02043881,3,31,71.0,,
